time_rank,temperature,pressure,humidity,wind_speed,PM2.5,NO2,CO,O3,SO2
7049,6.8,1020.6,26.0,1.4,129.0,73.0,1.6,40.0,18.0
7050,5.4,1020.8,30.0,1.5,132.0,85.0,1.7,23.0,15.0
7051,4.5,1021.1,31.0,1.5,118.0,71.0,1.6,27.0,14.0
7052,4.1,1021.0,32.0,1.4,115.0,86.0,1.6,11.0,11.0
7053,1.6,1021.0,37.0,1.0,118.0,97.0,1.7,3.0,10.0
7054,-0.8,1020.9,49.0,1.4,124.0,96.0,1.7,2.0,9.0
7055,0.2,1020.6,45.0,2.2,126.0,97.0,1.8,2.0,8.0
7056,-0.4,1020.6,49.0,1.8,138.0,94.0,2.0,2.0,15.0
7057,-1.8,1019.8,56.0,1.7,145.0,92.0,2.2,3.0,23.0
7058,-2.5,1019.4,62.0,0.8,145.0,88.0,2.2,2.0,18.0
7059,-3.2,1018.9,65.0,1.0,147.0,86.0,2.3,2.0,11.0
7060,-4.1,1017.8,69.0,1.0,147.0,99.0,2.4,4.0,10.0
7061,-4.3,1017.5,73.0,0.3,145.0,91.0,2.4,4.0,9.0
7062,-4.7,1017.1,76.0,0.6,147.0,92.0,2.6,3.0,7.0
7063,-4.8,1017.1,78.0,1.0,147.0,96.0,2.7,3.0,7.0
7064,-4.4,1017.1,81.0,0.7,162.0,104.0,3.3,4.0,7.0
7065,-0.4,1016.8,69.0,0.2,146.0,102.0,3.0,3.0,8.0
7066,2.7,1016.2,55.0,1.1,150.0,101.0,2.7,4.0,11.0
7067,4.7,1015.7,45.0,1.6,151.0,127.0,3.0,5.0,17.0
7068,6.0,1014.9,39.0,1.4,169.0,142.0,3.2,6.0,19.0
7069,6.9,1013.7,37.0,1.9,170.0,148.5,3.05,6.5,19.0
7070,7.5,1013.2,37.0,2.2,171.0,155.0,2.9,7.0,19.0
7071,7.6,1013.3,37.0,1.5,178.0,150.0,2.7,6.0,15.0
7072,7.3,1013.4,37.0,1.3,179.0,150.0,2.6,5.0,13.0
7073,5.1,1014.0,43.0,0.6,176.0,143.0,2.5,3.0,10.0
7074,3.3,1014.8,50.0,1.4,180.0,138.0,2.5,2.0,8.0
7075,3.8,1016.0,51.0,1.8,200.0,140.0,2.6,3.0,7.0
7076,8.8,1017.3,16.0,5.5,122.0,83.0,1.6,25.0,4.0
7077,7.6,1018.1,18.0,4.0,9.0,20.0,0.5,53.0,2.0
7078,6.4,1019.0,20.0,3.5,8.0,20.0,0.5,53.0,2.0
7079,5.4,1019.4,22.0,2.9,4.0,16.0,0.5,56.0,2.0
7080,4.9,1019.9,23.0,3.4,4.0,18.0,0.5,51.0,2.0
7081,4.5,1019.9,25.0,3.5,8.0,19.0,0.5,48.0,2.0
7082,3.7,1020.1,27.0,2.2,11.0,25.0,0.5,38.0,2.0
7083,2.1,1020.2,31.0,0.8,3.0,32.0,0.5,32.0,2.0
7084,-0.2,1019.9,40.0,1.4,6.0,15.0,0.5,48.0,3.0
7085,0.0,1020.4,40.0,1.1,4.0,17.0,0.5,47.0,2.0
7086,1.3,1020.6,35.0,0.7,5.5,21.0,0.5,44.0,2.5
7087,2.7,1021.1,32.0,1.8,7.0,25.0,0.5,41.0,3.0
7088,1.9,1022.3,38.0,1.0,5.0,38.0,0.6,28.0,3.0
7089,5.2,1022.5,29.0,3.0,7.0,27.0,0.6,39.0,4.0
7090,6.0,1022.2,27.0,5.0,4.0,15.0,0.5,50.0,2.0
7091,6.6,1021.6,22.0,4.9,3.0,10.0,0.5,54.0,2.0
7092,7.2,1020.4,20.0,3.7,3.0,9.0,0.5,55.0,2.0
7093,8.4,1019.4,16.0,3.0,3.0,8.0,0.5,56.0,2.0
7094,8.3,1018.8,15.0,4.8,4.0,10.0,0.5,55.0,2.0
7095,7.8,1018.7,14.0,5.4,4.0,12.0,0.5,52.0,2.0
7096,6.6,1019.3,16.0,4.7,5.0,14.0,0.5,48.0,2.0
7097,5.7,1019.7,15.0,5.0,3.0,19.0,0.5,43.0,2.0
7098,5.1,1020.8,15.0,5.5,3.0,20.0,0.5,43.0,2.0
7099,4.3,1021.5,16.0,2.7,7.0,32.0,0.5,31.0,2.0
7100,4.1,1022.1,16.0,4.2,6.0,24.5,0.5,36.0,2.0
7101,3.4,1022.7,18.0,3.3,5.0,17.0,0.5,41.0,2.0
7102,2.9,1023.0,19.0,3.2,6.0,27.0,0.5,30.0,2.0
7103,2.4,1022.9,18.0,3.1,3.0,14.0,0.5,43.0,2.0
7104,2.1,1022.5,17.0,4.2,5.0,13.0,0.4,44.0,2.0
7105,2.0,1022.3,16.0,4.1,3.0,8.0,0.5,46.0,2.0
7106,1.3,1022.2,17.0,2.5,3.0,8.0,0.4,45.0,2.0
7107,1.0,1021.9,17.0,2.7,4.0,7.0,0.4,47.0,2.0
7108,0.5,1021.6,19.0,2.8,3.0,11.0,0.4,37.0,2.0
7109,-0.4,1021.1,19.0,1.0,3.0,13.0,0.5,39.0,2.0
7110,-3.6,1020.8,27.0,0.7,3.0,20.0,0.5,30.0,2.0
7111,-4.3,1020.7,34.0,1.9,15.0,46.0,0.6,6.0,2.0
7112,-0.8,1020.5,23.0,2.0,12.0,48.0,0.7,8.0,2.0
7113,1.1,1020.0,21.0,3.3,13.0,33.0,0.8,21.0,3.0
7114,3.6,1019.3,15.0,2.9,12.0,25.0,0.8,30.0,3.0
7115,4.8,1018.2,13.0,4.1,6.0,18.0,0.7,40.0,3.0
7116,6.2,1017.0,12.0,3.6,8.0,10.0,0.6,49.0,2.0
7117,6.1,1016.3,13.0,2.1,6.0,8.0,0.5,54.0,2.0
7118,5.8,1016.5,14.0,2.1,8.0,12.0,0.5,52.0,2.0
7119,5.9,1016.9,14.0,2.5,9.0,16.0,0.5,48.0,2.0
7120,5.5,1017.2,23.0,2.9,12.0,20.0,0.6,43.0,5.0
7121,4.7,1018.0,25.0,3.7,8.0,27.0,0.7,36.0,4.0
7122,4.1,1019.6,22.0,6.1,8.0,19.0,0.6,44.0,2.0
7123,3.5,1020.9,23.0,5.1,3.0,18.0,0.5,42.0,2.0
7124,2.8,1022.2,23.0,6.2,5.0,18.0,0.5,41.0,2.0
7125,2.0,1022.8,24.0,4.1,6.0,20.0,0.6,37.0,2.0
7126,1.5,1022.9,25.0,2.9,3.0,22.0,0.6,35.0,2.0
7127,0.9,1022.9,27.0,2.2,7.0,30.0,0.6,25.0,2.0
7128,1.2,1023.0,23.0,2.7,4.0,29.0,0.6,27.0,2.0
7129,0.0,1023.0,25.0,1.3,4.0,16.0,0.5,38.0,2.0
7130,-0.7,1023.3,27.0,1.6,4.0,24.0,0.5,27.0,2.0
7131,-1.6,1023.4,29.0,1.7,3.0,26.0,0.5,25.0,2.0
7132,-1.9,1022.8,30.0,1.8,6.0,33.0,0.5,18.0,2.0
7133,-1.8,1023.0,29.0,1.9,4.0,18.0,0.5,32.0,2.0
7134,-2.5,1022.9,31.0,1.6,4.0,42.0,0.6,10.0,2.0
7135,-2.3,1023.0,30.0,1.3,9.0,54.0,0.7,2.0,2.0
7136,-3.1,1023.2,38.0,1.2,13.0,51.0,1.0,3.0,2.0
7137,0.5,1023.3,29.0,1.6,22.0,43.0,1.0,11.0,5.0
7138,3.3,1023.0,21.0,2.5,17.0,31.0,0.9,23.0,5.0
7139,4.1,1022.1,19.0,3.5,19.0,20.0,0.8,35.0,4.0
7140,5.3,1020.7,15.0,4.2,14.0,13.0,0.6,45.0,3.0
7141,6.2,1019.0,14.0,5.0,9.0,10.0,0.6,51.0,3.0
7142,6.7,1017.9,15.0,4.5,9.0,11.0,0.6,54.0,2.0
7143,6.2,1017.2,17.0,4.7,14.0,16.0,0.7,52.0,5.0
7144,5.8,1016.9,19.0,4.3,19.0,20.0,0.7,48.0,6.0
7145,4.7,1016.6,23.0,3.2,27.0,32.0,0.8,36.0,10.0
7146,3.5,1016.8,26.0,2.0,29.0,39.0,0.8,29.0,11.0
7147,1.0,1016.6,31.0,1.1,33.0,53.0,1.0,16.0,11.0
7148,0.3,1016.6,34.0,1.2,36.0,58.0,1.0,8.0,10.0
7149,-0.6,1016.8,39.0,0.3,44.0,49.0,1.1,10.0,8.0
7150,1.0,1016.2,34.0,2.2,45.0,49.0,1.1,9.0,13.0
7151,1.2,1016.3,34.0,1.4,51.0,53.0,1.2,5.0,16.0
7152,-0.9,1016.1,41.0,0.9,58.0,57.0,1.2,2.0,11.0
7153,-2.1,1015.3,46.0,0.8,57.5,57.0,1.35,2.0,7.5
7154,-3.1,1015.3,52.0,1.1,57.0,57.0,1.5,2.0,4.0
7155,-2.7,1015.1,53.0,0.5,66.0,60.0,1.4,2.0,7.0
7156,-4.3,1014.5,60.0,0.5,66.0,60.0,1.4,2.0,6.0
7157,-4.9,1014.6,66.0,0.9,68.0,61.25,1.5,2.0,6.5
7158,-5.1,1014.4,66.0,0.9,70.0,62.5,1.6,2.0,7.0
7159,-4.3,1014.9,61.0,1.2,72.0,63.75,1.7,2.0,7.5
7160,-2.9,1015.4,55.0,0.9,74.0,65.0,1.8,2.0,8.0
7161,1.0,1015.8,45.0,0.4,84.0,68.0,1.9,3.0,12.0
7162,4.2,1015.8,39.0,0.9,76.0,72.0,2.0,5.0,15.0
7163,5.8,1015.4,36.0,1.2,58.0,73.0,1.7,7.0,16.0
7164,7.4,1014.0,31.0,1.5,53.0,73.0,1.5,11.0,14.0
7165,7.9,1013.1,30.0,2.5,39.0,64.0,1.2,19.0,11.0
7166,8.3,1012.7,29.0,1.7,31.0,51.0,1.0,26.0,10.0
7167,8.5,1012.5,29.0,1.9,34.0,50.0,1.4,27.0,10.5
7168,7.7,1013.1,30.0,0.8,37.0,49.0,1.8,28.0,11.0
7169,6.7,1014.1,33.0,1.6,34.0,61.0,1.8,16.0,10.0
7170,5.1,1015.4,40.0,0.6,33.0,79.0,1.2,2.0,9.0
7171,4.1,1015.9,44.0,0.9,36.0,86.0,1.3,2.0,9.0
7172,2.3,1016.5,49.0,0.5,46.0,84.0,1.3,2.0,8.0
7173,1.2,1016.8,53.0,1.7,50.0,87.0,1.5,2.0,8.0
7174,2.2,1017.9,53.0,1.0,40.0,85.0,1.4,2.0,7.0
7175,0.9,1018.6,60.0,0.4,29.0,80.0,1.3,2.0,6.0
7176,5.7,1019.4,31.0,3.4,11.0,20.0,0.6,51.0,5.0
7177,5.5,1020.7,31.0,5.3,5.0,10.0,0.5,61.0,5.0
7178,3.1,1022.2,34.0,3.2,3.0,12.0,0.5,56.0,4.0
7179,2.6,1023.7,32.0,2.7,4.0,13.0,0.5,48.0,3.0
7180,1.3,1024.4,25.0,2.9,3.0,10.0,0.5,50.0,2.0
7181,0.0,1025.9,23.0,2.5,4.0,17.0,0.5,46.0,2.0
7182,-1.0,1026.5,23.0,1.3,5.0,25.0,0.5,40.0,2.0
7183,-1.3,1027.1,25.0,2.6,4.0,28.0,0.6,37.0,2.0
7184,-0.2,1027.8,23.0,3.9,3.0,33.0,0.7,30.0,3.0
7185,0.9,1027.6,21.0,4.9,3.0,25.0,0.6,39.0,3.0
7186,1.8,1028.2,18.0,6.0,3.0,18.0,0.6,48.0,2.0
7187,2.9,1027.5,18.0,3.8,5.0,17.0,0.6,50.0,2.0
7188,3.6,1027.0,17.0,4.2,4.0,16.0,0.6,52.0,2.0
7189,4.1,1026.4,17.0,2.3,8.0,18.0,0.6,52.0,2.0
7190,4.3,1026.0,17.0,1.8,15.0,20.0,0.6,51.0,2.0
7191,4.7,1025.5,17.0,1.0,8.0,26.0,0.7,46.0,2.0
7192,3.9,1025.1,19.0,2.5,8.0,29.0,0.7,43.0,2.0
7193,2.2,1025.0,22.0,1.9,7.0,40.0,0.7,31.0,2.0
7194,0.7,1025.1,25.0,1.5,11.0,57.0,0.7,15.0,3.0
7195,0.3,1024.9,27.0,1.5,24.0,76.0,0.9,2.0,4.0
7196,-0.4,1024.8,29.0,1.1,30.0,77.0,0.9,2.0,5.0
7197,-1.4,1024.6,33.0,1.8,36.0,74.0,1.0,2.0,5.0
7198,-1.2,1024.3,32.0,1.8,41.0,70.0,1.1,3.0,7.0
7199,-2.0,1023.8,37.0,1.0,44.0,70.0,1.1,2.0,8.0
7200,-3.3,1023.2,44.0,0.8,47.0,68.0,1.3,2.0,5.0
7201,-4.0,1022.4,48.0,1.3,50.0,66.0,1.4,2.0,5.0
7202,-4.1,1021.8,52.0,0.8,55.0,66.0,1.5,2.0,5.0
7203,-4.9,1021.1,59.0,0.8,55.0,63.0,1.5,2.0,3.0
7204,-5.1,1020.4,64.0,0.7,50.0,59.0,1.4,2.0,2.0
7205,-6.1,1019.8,72.0,1.2,51.0,59.0,1.4,2.0,2.0
7206,-6.2,1019.1,78.0,1.2,56.0,64.0,1.6,2.0,3.0
7207,-5.9,1018.6,81.0,0.6,55.0,63.0,1.6,2.0,3.0
7208,-5.6,1018.7,83.0,0.8,60.0,67.0,2.0,2.0,3.0
7209,-2.3,1018.3,75.0,2.1,63.0,70.0,2.2,2.0,4.0
7210,-0.6,1017.9,69.0,1.4,68.0,69.0,1.9,4.0,4.0
7211,1.5,1017.3,59.0,0.9,74.0,63.0,1.7,9.0,6.0
7212,3.1,1015.7,51.0,1.6,76.0,65.0,1.7,13.0,10.0
7213,4.3,1014.3,45.0,1.4,75.0,63.0,1.5,18.0,14.0
7214,5.3,1013.2,41.0,1.5,70.0,61.5,1.45,21.0,13.5
7215,5.5,1012.5,39.0,1.9,65.0,60.0,1.4,24.0,13.0
7216,4.9,1012.5,42.0,2.0,62.0,65.0,1.5,19.0,13.0
7217,3.0,1012.9,58.0,2.4,65.0,83.0,1.6,4.0,9.0
7218,1.7,1013.2,65.0,1.5,80.0,88.0,1.9,2.0,7.0
7219,0.0,1013.3,71.0,1.0,83.0,92.0,1.9,2.0,6.0
7220,-0.7,1013.5,76.0,0.8,82.0,94.0,2.0,2.0,7.0
7221,1.2,1013.7,69.0,1.0,82.0,95.0,2.0,2.0,7.0
7222,1.7,1013.7,68.0,0.8,84.0,95.0,2.1,2.0,8.0
7223,1.7,1013.3,68.0,0.7,87.0,90.0,2.2,2.0,7.0
7224,1.3,1013.0,67.0,0.5,83.0,91.0,2.1,2.0,7.0
7225,-0.2,1012.6,64.0,0.7,72.0,93.0,2.0,2.0,7.0
7226,-0.7,1012.7,69.0,0.9,74.0,91.0,1.9,2.0,7.0
7227,-2.0,1012.5,76.0,0.9,73.0,90.0,1.9,2.0,6.0
7228,-2.7,1012.7,78.0,0.7,80.0,99.0,2.3,2.0,6.0
7229,-3.0,1013.2,77.0,0.6,75.0,88.0,2.1,2.0,5.0
7230,-1.6,1013.7,67.0,1.5,68.0,78.0,1.9,2.0,3.0
7231,-3.3,1015.1,75.0,0.6,71.0,79.0,2.0,2.0,4.0
7232,-2.0,1016.5,72.0,1.1,74.0,83.0,2.3,2.0,4.0
7233,6.9,1018.0,23.0,6.0,39.0,53.0,1.2,27.0,4.0
7234,6.4,1019.6,21.0,8.7,11.0,15.0,0.6,58.0,2.0
7235,5.7,1021.3,20.0,9.4,9.0,12.0,0.7,54.0,3.0
7236,5.8,1021.7,17.0,6.8,8.0,10.0,0.6,54.0,2.0
7237,5.8,1021.6,17.0,6.8,3.0,10.0,0.6,52.0,2.0
7238,5.3,1022.5,15.0,5.4,6.0,10.0,0.6,53.0,2.0
7239,4.6,1023.5,11.0,6.7,4.0,12.0,0.6,56.0,2.0
7240,3.7,1024.6,10.0,4.9,3.0,12.0,0.6,61.0,2.0
7241,2.7,1025.3,10.0,5.3,5.0,16.0,0.6,57.0,2.0
7242,1.4,1026.5,14.0,2.2,9.0,21.0,0.6,49.0,2.0
7243,0.8,1027.3,15.0,3.1,3.0,30.0,0.7,39.0,2.0
7244,-0.5,1028.2,18.0,2.3,10.0,33.0,0.7,34.0,2.0
7245,-1.2,1028.7,18.0,2.7,12.0,32.0,0.7,34.0,2.0
7246,-1.2,1029.0,19.0,4.8,8.0,23.0,0.7,41.0,2.0
7247,-1.6,1028.6,18.0,6.1,5.0,21.0,0.6,43.0,2.0
7248,-2.0,1029.8,17.0,3.6,6.0,19.0,0.7,44.0,2.0
7249,-2.2,1029.9,17.0,3.9,5.0,21.0,0.7,42.0,2.0
7250,-3.5,1030.3,21.0,3.7,3.0,20.0,0.6,40.0,2.0
7251,-3.8,1030.5,20.0,3.3,6.0,32.0,0.6,31.0,2.0
7252,-4.8,1030.8,21.0,1.4,3.0,31.0,0.6,30.0,2.0
7253,-5.0,1030.9,22.0,2.2,4.0,43.0,0.6,21.0,2.0
7254,-5.0,1031.2,22.0,2.0,4.0,49.0,0.7,14.0,2.0
7255,-5.0,1031.6,22.0,2.4,7.0,49.0,0.7,14.0,2.0
7256,-4.6,1032.1,22.0,1.6,5.0,57.0,0.8,8.0,2.0
7257,-3.4,1033.2,19.0,1.0,4.0,43.0,0.8,22.0,2.0
7258,-2.2,1033.4,18.0,0.8,6.0,48.0,0.8,17.0,2.0
7259,-1.4,1032.4,16.0,1.8,10.0,38.0,0.8,27.0,2.0
7260,-1.0,1031.1,16.0,1.5,15.0,34.0,0.8,31.0,2.0
7261,-0.3,1030.5,15.0,2.4,12.0,34.0,0.8,32.0,2.0
7262,0.1,1029.6,15.0,2.8,13.0,30.66666667,0.8,34.33333333,2.333333333
7263,0.0,1029.2,16.0,2.7,14.0,27.33333333,0.8,36.66666667,2.666666667
7264,-0.4,1029.1,16.0,1.5,15.0,24.0,0.8,39.0,3.0
7265,-1.5,1029.0,20.0,2.2,16.0,32.0,0.8,32.0,2.0
7266,-3.0,1029.4,23.0,0.3,12.0,45.0,0.8,19.0,2.0
7267,-4.8,1029.5,28.0,1.0,16.0,51.0,0.9,12.0,2.0
7268,-5.5,1029.6,32.0,0.7,15.0,65.0,1.0,2.0,2.0
7269,-6.2,1029.9,39.0,0.1,17.0,68.0,1.1,2.0,2.0
7270,-6.8,1030.3,43.0,0.5,31.0,69.0,1.1,2.0,2.0
7271,-7.0,1030.4,44.0,0.8,28.0,71.0,1.2,2.0,3.0
7272,-7.6,1030.2,49.0,0.3,31.0,76.0,1.5,2.0,3.0
7273,-7.9,1030.1,51.0,0.5,43.0,79.0,1.6,2.0,4.0
7274,-7.9,1030.4,54.0,0.1,42.0,73.0,1.6,2.0,3.0
7275,-7.5,1030.5,55.0,0.3,34.0,73.0,1.6,2.0,3.0
7276,-8.2,1030.2,61.0,0.2,29.0,67.0,1.6,2.0,2.0
7277,-5.5,1030.5,42.0,1.9,33.0,66.0,1.5,2.0,2.0
7278,-5.0,1030.5,41.0,1.4,18.0,64.0,1.2,2.0,2.0
7279,-5.4,1031.0,41.0,1.4,11.0,58.0,1.0,3.0,2.0
7280,-4.2,1031.6,36.0,0.8,8.5,46.0,0.95,15.0,2.0
7281,-1.3,1031.7,23.0,3.5,6.0,34.0,0.9,27.0,2.0
7282,0.1,1031.6,19.0,4.7,4.0,18.0,0.7,46.0,2.0
7283,1.0,1031.1,16.0,4.3,3.0,12.0,0.7,55.0,2.0
7284,2.3,1029.7,15.0,2.5,4.333333333,10.0,0.7,58.0,2.0
7285,2.5,1028.6,17.0,2.4,5.666666667,18.0,0.7,53.0,2.0
7286,2.8,1027.7,16.0,2.8,7.0,22.0,0.8,51.0,2.0
7287,2.6,1027.4,20.0,3.0,21.0,31.0,0.9,42.0,2.0
7288,1.7,1027.3,22.0,2.9,31.0,43.0,1.0,30.0,4.0
7289,0.5,1027.4,26.0,1.9,34.0,49.0,1.1,22.0,5.0
7290,-0.3,1027.6,29.0,2.2,37.0,60.0,1.2,10.0,4.0
7291,-0.5,1027.8,30.0,2.9,49.0,70.0,1.3,4.0,4.0
7292,-1.4,1027.6,33.0,2.1,55.0,72.0,1.4,2.0,10.0
7293,-2.2,1027.7,36.0,2.0,50.0,70.0,1.5,2.0,10.0
7294,-2.7,1027.6,37.0,1.3,55.0,68.0,1.4,2.0,10.0
7295,-3.3,1027.5,39.0,1.1,56.0,67.0,1.5,2.0,12.0
7296,-3.2,1027.5,41.0,1.4,70.0,68.0,1.6,2.0,13.0
7297,-2.5,1027.3,40.0,1.9,82.0,69.0,1.7,2.0,14.0
7298,-4.2,1027.4,45.0,1.2,88.0,68.0,1.7,2.0,16.0
7299,-5.7,1027.5,53.0,0.9,96.0,70.0,1.8,2.0,14.0
7300,-6.9,1027.1,57.0,0.2,100.0,70.0,1.9,3.0,9.0
7301,-7.7,1026.8,65.0,0.9,98.0,68.0,2.0,3.0,8.0
7302,-8.2,1026.7,66.0,1.0,108.0,69.0,2.0,3.0,8.0
7303,-8.5,1027.1,67.0,0.9,103.0,70.0,2.2,3.0,8.0
7304,-7.7,1027.5,68.0,1.0,102.0,78.0,2.3,3.0,10.0
7305,-2.6,1027.7,48.0,1.8,101.0,77.0,2.2,4.0,11.0
7306,-0.4,1027.8,36.0,1.3,93.0,70.0,2.1,8.0,17.0
7307,2.9,1027.2,26.0,1.1,99.0,70.0,2.0,12.0,22.0
7308,4.4,1026.0,22.0,1.8,58.0,47.0,1.4,29.0,16.0
7309,5.0,1024.7,22.0,2.2,55.0,45.0,1.3,35.0,16.0
7310,5.7,1023.8,19.0,2.7,48.0,38.0,1.2,41.0,13.0
7311,5.5,1023.3,19.0,2.8,40.0,36.0,1.2,45.0,12.0
7312,4.6,1023.1,23.0,2.3,62.0,47.0,1.4,41.0,16.0
7313,2.7,1023.1,28.0,1.4,80.0,68.0,1.6,25.0,18.0
7314,0.0,1023.0,36.0,1.3,106.0,90.0,1.9,8.0,19.0
7315,-2.1,1023.0,42.0,1.3,120.0,87.0,2.0,12.0,21.0
7316,-2.5,1022.7,45.0,1.2,118.0,85.0,1.9,10.0,21.0
7317,-2.7,1022.7,46.0,0.6,120.0,75.0,2.0,14.0,20.0
7318,-3.9,1022.5,49.0,1.4,125.0,85.0,2.2,6.0,22.0
7319,-3.7,1022.0,51.0,0.4,149.0,95.0,2.7,3.0,21.0
7320,-3.7,1021.4,56.0,1.8,159.0,98.0,3.0,3.0,32.0
7321,-3.3,1021.1,54.0,1.7,163.0,95.0,3.1,3.0,30.0
7322,-5.0,1020.6,63.0,0.6,163.0,93.0,3.2,3.0,25.0
7323,-5.9,1020.1,69.0,0.3,170.0,93.0,3.3,3.0,26.0
7324,-6.5,1019.3,72.0,0.4,173.0,91.0,3.4,3.0,25.0
7325,-7.0,1018.9,76.0,0.6,172.0,91.0,3.4,2.0,20.0
7326,-7.5,1018.6,80.0,0.4,162.0,95.0,3.4,2.0,15.0
7327,-7.5,1018.4,83.0,0.4,169.0,105.0,3.7,2.0,14.0
7328,-7.1,1018.5,81.0,0.3,163.0,113.0,3.6,2.0,12.0
7329,-3.5,1018.7,74.0,0.9,157.0,123.0,3.8,3.0,18.0
7330,-0.5,1018.5,59.0,1.3,141.0,130.0,3.4,3.0,23.0
7331,1.4,1018.1,46.0,1.4,148.0,142.0,3.5,3.0,25.0
7332,3.2,1017.0,40.0,1.9,148.0,145.0,3.4,4.0,26.0
7333,4.2,1016.5,39.0,1.8,155.0,141.0,3.1,7.0,27.0
7334,4.4,1015.6,38.0,1.5,168.0,148.0,2.9,6.0,25.0
7335,4.9,1015.5,37.0,1.4,164.0,137.0,2.7,7.0,24.0
7336,4.1,1015.7,41.0,1.0,175.0,135.0,2.8,6.0,22.0
7337,1.4,1016.1,51.0,0.9,189.0,133.0,2.7,3.0,17.0
7338,-1.3,1016.9,63.0,0.1,198.0,140.0,2.8,2.0,13.0
7339,-2.6,1017.2,69.0,1.0,206.0,140.0,3.1,2.0,10.0
7340,-3.2,1017.6,75.0,0.6,219.0,142.0,3.1,2.0,9.0
7341,-3.9,1018.0,77.0,0.5,221.0,138.0,3.2,2.0,8.0
7342,-4.2,1018.6,80.0,0.5,232.0,131.0,3.2,2.0,7.0
7343,-4.8,1018.8,85.0,0.7,235.0,131.0,3.7,2.0,7.0
7344,-5.3,1019.2,87.0,0.5,239.0,140.0,3.7,2.0,6.0
7345,-5.5,1019.1,89.0,0.5,244.0,134.0,3.7,2.0,6.0
7346,-5.2,1019.3,88.0,1.0,236.0,149.0,3.8,2.0,7.0
7347,-4.0,1019.5,80.0,0.9,219.0,141.0,3.4,2.0,6.0
7348,-4.0,1019.9,82.0,1.0,176.0,117.0,2.9,2.0,7.0
7349,-0.8,1020.0,54.0,3.1,115.0,88.0,2.2,2.0,8.0
7350,0.3,1020.9,42.0,2.5,64.0,71.0,1.6,4.0,7.0
7351,1.2,1021.7,38.0,4.0,24.0,50.0,1.1,15.0,5.0
7352,1.5,1022.8,37.0,3.8,16.0,44.0,1.0,20.0,5.0
7353,2.1,1024.2,35.0,4.4,9.0,37.0,0.9,27.0,5.0
7354,2.8,1024.5,33.0,5.1,12.0,32.0,0.9,33.0,6.0
7355,4.1,1024.6,29.0,4.1,8.0,26.0,0.9,39.0,6.0
7356,4.9,1023.9,27.0,4.2,11.0,23.0,0.9,44.0,6.0
7357,5.4,1023.3,25.0,3.6,11.0,21.0,0.9,48.0,6.0
7358,5.6,1022.7,20.0,3.7,13.0,22.0,0.9,46.0,5.0
7359,6.2,1022.4,16.0,5.2,3.0,16.0,0.8,54.0,2.0
7360,5.3,1023.0,16.0,5.4,4.0,15.0,0.8,55.0,2.0
7361,4.4,1023.3,16.0,4.5,5.0,20.0,0.8,49.0,2.0
7362,4.0,1024.2,17.0,3.8,4.0,22.0,0.8,46.0,2.0
7363,3.5,1024.8,18.0,3.7,4.0,21.0,0.8,46.0,2.0
7364,2.9,1025.6,19.0,4.7,7.0,37.0,0.8,29.0,2.0
7365,2.2,1026.3,20.0,5.4,3.0,26.0,0.8,38.0,2.0
7366,1.4,1026.8,19.0,6.3,3.0,21.0,0.8,44.0,2.0
7367,0.5,1027.3,20.0,5.1,3.0,19.0,0.8,45.0,2.0
7368,-0.1,1027.8,18.0,7.2,3.0,13.0,0.7,51.0,2.0
7369,-0.7,1028.3,15.0,6.7,6.0,7.0,0.7,58.0,2.0
7370,-1.5,1028.8,16.0,5.4,4.0,10.0,0.7,56.0,2.0
7371,-2.3,1028.9,17.0,5.2,4.0,8.0,0.7,55.0,2.0
7372,-3.4,1028.8,20.0,2.3,3.0,11.0,0.7,50.0,2.0
7373,-4.6,1028.9,22.0,1.1,3.0,27.0,0.8,32.0,2.0
7374,-4.2,1028.6,20.0,1.2,3.0,20.0,0.7,41.0,2.0
7375,-6.8,1028.8,30.0,0.9,4.0,27.0,0.8,36.0,2.0
7376,-3.2,1029.1,20.0,3.1,3.0,36.0,0.9,27.0,2.0
7377,-1.6,1029.4,19.0,3.9,5.0,28.0,0.8,34.0,2.0
7378,-0.5,1029.5,18.0,2.7,3.0,16.0,0.8,46.0,2.0
7379,0.7,1028.6,19.0,2.9,3.0,9.0,0.7,52.0,2.0
7380,1.1,1027.2,18.0,3.9,4.0,8.0,0.8,54.0,2.0
7381,2.0,1026.1,16.0,4.0,9.0,8.0,0.8,56.0,2.0
7382,2.5,1025.4,15.0,2.2,6.0,8.0,0.8,59.0,2.0
7383,2.3,1024.7,16.0,3.3,6.0,11.0,0.8,58.0,2.0
7384,1.6,1024.4,17.0,3.2,10.0,16.0,0.8,54.0,2.0
7385,0.3,1024.5,19.0,1.6,8.0,23.0,0.8,46.0,2.0
7386,-0.8,1024.7,22.0,1.7,11.0,40.0,1.0,27.0,2.0
7387,-0.8,1024.6,24.0,2.1,19.0,53.0,1.1,16.0,3.0
7388,-1.1,1024.7,25.0,3.2,26.0,54.0,1.1,14.0,7.0
7389,-1.0,1025.0,27.0,2.9,38.0,54.0,1.2,12.0,9.0
7390,-1.0,1024.8,27.0,2.2,34.0,62.0,1.2,4.0,9.0
7391,-3.3,1024.4,33.0,0.9,41.0,67.0,1.3,2.0,10.0
7392,-4.2,1024.3,36.0,0.8,34.0,51.0,1.2,13.0,6.0
